summary,ID,label
'NewProducts What its like to be part of the rare breed of people still using,734100961736589312,CTI-Negative
Apple Begins Adding Apple Pay Code Support Into Safari Technology Preview 8,750750063136169984,CTI-Negative
suse sled12 sles12 security update xen suse,808378413551525888,CTI-Positive
atomicfetchadd,788371420329816064,CTI-Negative
'the skys the limit when there are footprints on the moon',811759181451689984,CTI-Negative
'ios app - the 9 paid apps iphone and iPad on sale for free for,754921443071107072,CTI-Negative
tweet: 'rt  ...',801886869646705024,CTI-Negative
hong kong plans to roll out smartcity trials in kowloon east,797381970707804160,CTI-Negative
holoLens virtual reality - reasons to believe apple is betting heavily on virtual reality,697289444072624128,CTI-Negative
russian mashers staged potato attack against switzerland,727764958591782912,CTI-Negative
'calais jungle already turned into luxury apartments',793425274960547840,CTI-Negative
drone delivery is not enough for a campus full of hangry college students,775629185431793664,CTI-Negative
'i would never step on s turf',753447048154869760,CTI-Negative
'Kaspersky Lab protection goes wearable',710107616114905088,CTI-Negative
'Information Warfare How to Survive Cyber Attacks',715896043716624384,CTI-Positive
read in briefing ibm warns of “bug poaching” cybersecurity infosec,737729120747020288,CTI-Positive
i was watching but we had a planned power outage so i sit now in complete,799968667719057024,CTI-Negative
something damaged deep inside r souls a callousness we ignore quick 2 violence hatred hatred,744344878696402944,CTI-Negative
lots of trump archives in the clintonlibrary,721880804138295040,CTI-Negative
@swarmappcom 'I'm at Castle Bastian in Austin TX',719254144352169984,CTI-Negative
,715891260377211008,CTI-Negative
tweet: 'lets share secrets when i'll never wake up in a good mood,803875540600057984,CTI-Negative
ITSecureGamer HBM2 Powered TitanX Successor Coming In April,692634509485813760,CTI-Negative
'watch microsoft’s upcoming redesigned paint app for windows 10 in action,785180711456124928,CTI-Negative
i just want someone who will go to all the haunted stuff w me,773001415643901952,CTI-Negative
irans Holocaust cartoon contest is a symbol of Iranian deep rooted disregard for our values,694216236788530944,CTI-Negative
microsoft to acquire Linkedin for 262 billion,742593422951743488,CTI-Negative
i am so all about this tour we are putting together,809612215456252032,CTI-Negative
treason stop the entire government from functioning,793806567644733056,CTI-Negative
a senior reciter and tutor of the Noble Quraan in south africa has passed away,753755603164598016,CTI-Negative
tc http://www.stackoverflow.com,778544403665124992,CTI-Negative
tiny pluto big on frozen water reserves,693826586668355584,CTI-Negative
'Digital Forensics with Open Source Tools Using Open Source Platform To http bit,716747552100585472,CTI-Positive
'ios app – 9 great apps iphone or iPad on sale for free right now,756732149764530176,CTI-Negative
cfpb gives first time training updated rules,778594735120273408,CTI-Negative
'why am i even asking this lmfao i gotta do,767348889968075008,CTI-Negative
level db dats julian gruber,803640000986443776,CTI-Negative
A fire broke out out inside the New York International Auto Show Thursday. No one was hurt.,715710740724904064,CTI-Negative
several exploit kits now deliver ceber 40 http ifttt2dk,786227135061037056,CTI-Negative
'nice to see hilary clinton haters praise Melania Trump for,785938976502784000,CTI-Negative
owap talk on exploiting insecure randomness in web applications,784234891894456320,CTI-Negative
'mcafee Virus Scan for Linux Vulnerability Writeup by,808511645798506496,CTI-Positive
severe stlwx clears amp clean up begins,753387215900652032,CTI-Negative
'Socialinnovate a complete guide to all the things facebook censors hate,748168849409748992,CTI-Negative
Law Tutors share interview tips,802962939934281984,CTI-Negative
i am all the way up,735788095803641984,CTI-Negative
'Harry Potter brushes bring magic to Muggles makeup,787729116040540160,CTI-Negative
shark disk path failed,717077480172044032,CTI-Negative
'breaking if hilary is prowomen why does her foundation pay women,733167763951230976,CTI-Negative
Aaron Styles read blog http owlerusaaNqb4,731255046092918784,CTI-Negative
'RT Washington Post gives Hillary solid endorsement—adding its not because Trump is dread,786698422560653056,CTI-Negative
trolls must protect me at all cost,698293104336617472,CTI-Negative
'give congress time to debate new government hacking rule,799874018362826752,CTI-Positive
htcs vive will cost 799 ship in early april,701458902299316224,CTI-Negative
red floral link bracelet one of a kind gift idea,761931985992364032,CTI-Negative
'rejoice penguinistas linux 44 is upon us new bits mean it,686390201422327808,CTI-Negative
'Apple Keeps Leaving Macs Open To Malware But Whitehat Hackers Have,687990188245557248,CTI-Positive
former spy chief reveals secre http bitly1ZCJBjR hacker cyber,792092618960363520,CTI-Positive
books you consider highly inspiringinfluential for computer scientists,808349819416838144,CTI-Negative
open redirect vulnerability in filenet,762555325325139968,CTI-Positive
'bellamy youtube edit that doesn't make me cry is that too much to,763802121171005056,CTI-Negative
'it's a pirry sha if you are a nig,703490699287784960,CTI-Negative
'you pay to read research you fund that’s ludicrous',722047862750724096,CTI-Negative
it wasnt mine my friend let me try,764177818460777984,CTI-Negative
canada needs defined model of universal pharmacare citizen panel urges,806216940851236992,CTI-Negative
it's a complete disgrace utter mismanagementauspol,775231052134486016,CTI-Negative
cybersecurity the changing face of cybersecurity,800383784319188992,CTI-Positive
El pasos downtown reawakens ready to host tourists for the popes visit,698015388139803008,CTI-Negative
Healthcare Fusions Single Source Cloud Solutions Help Drive Primary Healthcare Organizations,686954725581832192,CTI-Negative
Tmobile YouTube – Tmobile denies throttling YouTube videos says it’s...,683490128573038592,CTI-Negative
listen to this musician scratch cassette tapes like vinyl,691624237891751936,CTI-Negative
put goggles over compound eyes,753570912159560064,CTI-Negative
west virginia overrides governor’s veto to pass radical nra,706574538230771968,CTI-Negative
hello from the other side,693408795750502016,CTI-Negative
man charged with beating a houston auto parts store owner with a baseball bat and de,767043969947570048,CTI-Negative
jess docson women in information security,803235027798478848,CTI-Positive
@swiftonsecurity FYI https twittercomtroyhuntstatu s7,736164258547916800,CTI-Negative
password strength meter on websites are doing a terrible job,766662035807404032,CTI-Positive
ibm asked security researcher to pull exploit code,788376744709361664,CTI-Positive
aly savey for being voted as representing the spirit and enthusiasm of theatre,737725857574190976,CTI-Negative
mod i mean mod,807398784984489984,CTI-Negative
ty for being such a great role model to me ally be my 36 please,772011556527899008,CTI-Negative
there is no reality in reality tv judge judy without the intellect,712394645808877952,CTI-Negative
rt sadiq khan confirms plans for separate work permits,781479051210977024,CTI-Negative
we know trump paid no taxes for at least 4 years how much have taxpayers paid to,768797949061128064,CTI-Negative
pineapple love,811037372532084992,CTI-Negative
lies lies lies lies,793476851742237056,CTI-Negative
heidi shayla has promoted as marketing project manager at lunarlogic,714774244366749696,CTI-Negative
peanuts crackerjacks in this economy,794014078910025984,CTI-Negative
'this guy on the bts in front of me is reading about street food at,699583536668348416,CTI-Negative
what happens to a galaxynote7boom,786225222802342016,CTI-Negative
believe in yourself even if others don't,789081423907058048,CTI-Negative
'they've parked over the market rd footpath we'll also pass,738908504715448064,CTI-Negative
not bad humph gnight,767109763037560960,CTI-Negative
she sneaky as a fox in july,761586585712353024,CTI-Negative
'Massachusetts to conduct Uber and Lyft background checks a year,804040760647499776,CTI-Negative
Donald Trumps racist immigration advisor is drafting instructions to begin deportations on day one,797305040016915968,CTI-Negative
iOS 93 beta 1 released to public testers tons of features included,687888721148968960,CTI-Negative
Twitter resets account login credentials for exposed accounts,741359315416547328,CTI-Positive
'nassim talebs shillary vs the donald cheat,732374137100894208,CTI-Negative
turquoise charm bracelet boho gift idea one of a kind by jillcurrentinedesign,778353254706983040,CTI-Negative
'retweeted evan kirstel startups to congress strong data security,734704146645803008,CTI-Positive
credit card fraud ring broken 105 arrested,751624140499542016,CTI-Positive
you are not fatherless fathers day,744167872574852992,CTI-Negative
Dallas Cowboys vs CLE Cowboys Nation Finish The Fight,795348790391619968,CTI-Negative
'haha where is this from',802532502409768960,CTI-Negative
hoverboard scooter came and went why back in december,712701863611621376,CTI-Negative
Basware Oyj Tehseen Dahya appointed as Senior Vice President North,793859830440075264,CTI-Negative
Brexit UK tech sector reacts to leave vote technology,747294546648698880,CTI-Negative
'best way to honor service of those who gave ultimate sacrifice is to take care of veterans',807169458997522048,CTI-Negative
'OptioSolutions Five Reasons to Fire Your Debt Collection Agency Read Blog,783348763771363328,CTI-Negative
NAACP ratifies call for ban on new charter schools,792769758571573248,CTI-Negative
Pratyusha Banerjees last conversation with boyfriend revealed,794555920978099968,CTI-Negative
live TV streaming to iphones,812405104997318656,CTI-Negative
tannehill looked like an elite quarterback on that drive,808012052837101056,CTI-Negative
all praise to the most high bless up,726426866102472960,CTI-Negative
rt estaz metropolitan police selects csc for two tower contracts worth,703213020223250432,CTI-Negative
tubbington is in disbelief at being on NYC acc death row,697971070972908032,CTI-Negative
httpstcony6o5roglj httpstco5zuuxb,687438060372492032,CTI-Negative
'britain's intelligence is legally allowed to hack anyone court says,698415931882516480,CTI-Positive
